,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,_strategy,_equity_curve,
373,3116 days,68.20297952,74326.135,74386.855,643.26135,703.458242,26.53217227,34.6098284,0.766608027,1.496195998,0.647598806,-40.97007593,-5.814734974,685 days,53 days,239,58.15899582,13.31568498,-9.55830551,0.737658774,54 days,9 days,1.450659273,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25  72907.495     0.019887              NaT
2013-02-26  72848.615     0.020679              NaT
2013-02-27  73736.415     0.008744              NaT
2013-02-28  73867.055     0.006988              NaT
2013-03-01  74326.135     0.000816          10 days

[2148 rows x 3 columns]",
374,3116 days,99.90689013,1162.691,11496.0425,-88.37309,703.458242,-22.31060583,28.06714288,0,0,0,-89.89190411,-23.57933785,3101 days,778 days,494,45.1417004,13.79027612,-20.43429343,-0.430285878,56 days,8 days,0.878836617,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25   1178.111     0.897520              NaT
2013-02-26   1178.751     0.897465              NaT
2013-02-27   1169.101     0.898304              NaT
2013-02-28   1167.681     0.898428              NaT
2013-03-01   1162.691     0.898862        3101 days

[2148 rows x 3 columns]",
375,3116 days,99.90689013,20824.9005,38512.257,108.249005,703.458242,8.987239242,40.58233243,0.221456942,0.360214668,0.122466846,-73.38507972,-9.585671978,1942 days,96 days,468,52.77777778,20.43429343,-12.37393619,0.296484775,56 days,8 days,1.209249209,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  20439.4005     0.469275              NaT
2013-02-26  20423.4005     0.469691              NaT
2013-02-27  20664.6505     0.463427              NaT
2013-02-28  20700.1505     0.462505              NaT
2013-03-01  20824.9005     0.459266        1942 days

[2148 rows x 3 columns]",
376,3116 days,99.90689013,166180.444,255673.2055,1561.80444,703.458242,39.0581753,52.92240583,0.738027206,1.62468862,0.685140277,-57.00755979,-8.556367894,584 days,50 days,609,56.65024631,16.82491869,-13.43542785,0.716802871,58 days,9 days,1.44438625,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  163003.924     0.362452              NaT
2013-02-26  162872.084     0.362968              NaT
2013-02-27  164859.984     0.355193              NaT
2013-02-28  165152.504     0.354048              NaT
2013-03-01  166180.444     0.350028         584 days

[2148 rows x 3 columns]",
377,3116 days,66.06145251,486.8955,10395.074,-95.131045,703.458242,-29.85252925,21.78317339,0,0,0,-95.78429649,-72.40765574,2935 days,1557 days,378,40.47619048,20.43429343,-13.79027612,-0.764013629,42 days,7 days,0.751442587,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25    486.8955     0.953161              NaT
2013-02-26    486.8955     0.953161              NaT
2013-02-27    486.8955     0.953161              NaT
2013-02-28    486.8955     0.953161              NaT
2013-03-01    486.8955     0.953161        2935 days

[2148 rows x 3 columns]",
378,3116 days,75.65176909,92762.708,92838.608,827.62708,703.458242,29.86458626,39.09271286,0.763942538,1.540825804,0.572964785,-52.1229001,-6.424750314,748 days,56 days,266,59.02255639,13.31568498,-9.55830551,0.938845494,48 days,9 days,1.578777922,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10000.000     0.000000              NaT
2004-08-24  10650.590     0.000000              NaT
2004-08-25  10755.630     0.000000              NaT
...               ...          ...              ...
2013-02-25  90989.408     0.019918              NaT
2013-02-26  90915.808     0.020711              NaT
2013-02-27  92025.558     0.008758              NaT
2013-02-28  92188.858     0.006999              NaT
2013-03-01  92762.708     0.000818          10 days

[2148 rows x 3 columns]",
379,3116 days,99.90689013,105214.1375,153369.2265,952.141375,703.458242,31.79779199,50.0509058,0.635309021,1.295476274,0.564928003,-56.28645033,-9.463804112,584 days,57 days,605,56.36363636,16.82491869,-15.3051017,0.617148144,58 days,9 days,1.384549253,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23   10121.5000     0.000000              NaT
2004-08-24   10594.9900     0.000000              NaT
2004-08-25   10483.9300     0.010482              NaT
...                 ...          ...              ...
2013-02-25  103209.5375     0.327052              NaT
2013-02-26  103126.3375     0.327594              NaT
2013-02-27  104380.8375     0.319415              NaT
2013-02-28  104565.4375     0.318211              NaT
2013-03-01  105214.1375     0.313981         584 days

[2148 rows x 3 columns]",
380,3116 days,99.90689013,187399.778,199276.0385,1773.99778,703.458242,41.03252343,54.03426136,0.759379742,1.612706426,0.75727995,-54.18408795,-6.33916327,584 days,44 days,606,56.10561056,13.79027612,-20.43429343,0.606118061,58 days,9 days,1.380374261,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  183822.338     0.077549              NaT
2013-02-26  183673.858     0.078294              NaT
2013-02-27  185912.658     0.067060              NaT
2013-02-28  186242.098     0.065406              NaT
2013-03-01  187399.778     0.059597         584 days

[2148 rows x 3 columns]",
381,3116 days,99.90689013,55682.753,65383.7595,456.82753,703.458242,22.31699016,46.3689956,0.481291214,0.905008679,0.337455508,-66.13313357,-7.502425582,1942 days,80 days,466,54.72103004,17.07279727,-13.79027612,0.516200458,56 days,8 days,1.337868003,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25  54618.773     0.164643              NaT
2013-02-26  54574.613     0.165319              NaT
2013-02-27  55240.463     0.155135              NaT
2013-02-28  55338.443     0.153636              NaT
2013-03-01  55682.753     0.148370        1942 days

[2148 rows x 3 columns]",
382,3116 days,83.61266294,695.944,10000,-93.04056,703.458242,-26.85028696,23.90193582,0,0,0,-95.61875,-95.61875,3115 days,3115 days,405,40.49382716,20.43429343,-13.79027612,-0.721435235,42 days,7 days,0.770746606,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25    695.944     0.930406              NaT
2013-02-26    695.944     0.930406              NaT
2013-02-27    695.944     0.930406              NaT
2013-02-28    695.944     0.930406              NaT
2013-03-01    695.944     0.930406        3115 days

[2148 rows x 3 columns]",
383,3116 days,99.90689013,887.9835,11496.0425,-91.120165,703.458242,-24.72885761,26.44072549,0,0,0,-92.2814873,-24.17673365,3101 days,778 days,474,44.092827,13.79027612,-20.43429343,-0.561590847,56 days,8 days,0.833371282,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25    903.4035     0.921416              NaT
2013-02-26    904.0435     0.921360              NaT
2013-02-27    894.3935     0.922200              NaT
2013-02-28    892.9735     0.922323              NaT
2013-03-01    887.9835     0.922757        3101 days

[2148 rows x 3 columns]",
384,3116 days,99.90689013,880.034,11496.0425,-91.19966,703.458242,-24.80822679,26.25478592,0,0,0,-92.35063719,-24.19402112,3101 days,778 days,474,43.45991561,13.79027612,-20.43429343,-0.624904601,56 days,8 days,0.809761717,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25    895.454     0.922108              NaT
2013-02-26    896.094     0.922052              NaT
2013-02-27    886.444     0.922891              NaT
2013-02-28    885.024     0.923015              NaT
2013-03-01    880.034     0.923449        3101 days

[2148 rows x 3 columns]",
385,3116 days,94.18063315,91443.408,91517.988,814.43408,703.458242,29.64652975,45.58747723,0.650321789,1.316472301,0.487874239,-60.76674558,-6.06394469,1604 days,57 days,354,54.51977401,20.43429343,-13.79027612,0.640494275,56 days,9 days,1.398413339,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25  89700.948     0.019854              NaT
2013-02-26  89628.628     0.020645              NaT
2013-02-27  90719.078     0.008730              NaT
2013-02-28  90879.538     0.006976              NaT
2013-03-01  91443.408     0.000815          10 days

[2148 rows x 3 columns]",
386,3116 days,99.90689013,3506.1355,15710.1145,-64.938645,703.458242,-11.56992067,31.44745055,0,0,0,-88.51575843,-15.53667894,2948 days,346 days,503,49.30417495,20.43429343,-15.3051017,-0.084985593,56 days,8 days,1.018722183,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25   3567.8155     0.772897              NaT
2013-02-26   3570.3755     0.772734              NaT
2013-02-27   3531.7755     0.775191              NaT
2013-02-28   3526.0955     0.775553              NaT
2013-03-01   3506.1355     0.776823        2948 days

[2148 rows x 3 columns]",
387,3116 days,99.8603352,37377.4005,56058.3435,273.774005,703.458242,16.72868774,45.21030551,0.370019347,0.652906721,0.199771339,-83.73917792,-8.614373028,1942 days,90 days,418,51.9138756,20.43429343,-13.79027612,0.360470917,56 days,8 days,1.237273268,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  36668.0805     0.345894              NaT
2013-02-26  36638.6405     0.346419              NaT
2013-02-27  37082.5405     0.338501              NaT
2013-02-28  37147.8605     0.337336              NaT
2013-03-01  37377.4005     0.333241        1942 days

[2148 rows x 3 columns]",
388,3116 days,85.5679702,701.958,10000,-92.98042,703.458242,-26.77640856,24.18770396,0,0,0,-95.62434,-95.62434,3115 days,3115 days,416,42.30769231,20.43429343,-14.50331126,-0.63022109,42 days,7 days,0.801467283,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25    701.958     0.929804              NaT
2013-02-26    701.958     0.929804              NaT
2013-02-27    701.958     0.929804              NaT
2013-02-28    701.958     0.929804              NaT
2013-03-01    701.958     0.929804        3115 days

[2148 rows x 3 columns]",
389,3116 days,99.90689013,41340.509,48005.3685,313.40509,703.458242,18.11695621,44.11091258,0.410713702,0.706491543,0.274053465,-66.10737883,-11.94995992,768 days,92 days,548,56.75182482,14.50331126,-20.43429343,0.451318722,58 days,9 days,1.293185235,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25  40554.089     0.155218              NaT
2013-02-26  40521.449     0.155898              NaT
2013-02-27  41013.599     0.145646              NaT
2013-02-28  41086.019     0.144137              NaT
2013-03-01  41340.509     0.138836         584 days

[2148 rows x 3 columns]",
390,3116 days,99.90689013,50719.5505,84848.8905,407.195505,703.458242,20.98459483,46.37857974,0.452463076,0.831012334,0.247035122,-84.9457949,-7.56572695,1908 days,74 days,436,52.98165138,20.43429343,-13.79027612,0.408628364,56 days,8 days,1.269696374,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  49763.5105     0.413504              NaT
2013-02-26  49723.8305     0.413972              NaT
2013-02-27  50322.1305     0.406921              NaT
2013-02-28  50410.1705     0.405883              NaT
2013-03-01  50719.5505     0.402237        1908 days

[2148 rows x 3 columns]",
391,3116 days,99.90689013,281780.806,282011.146,2717.80806,703.458242,47.94535635,55.88523872,0.857925231,1.951472534,1.152976277,-41.58399205,-5.666053341,532 days,36 days,579,57.3402418,13.31568498,-20.43429343,0.633528008,58 days,9 days,1.393569282,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  276399.226     0.019900              NaT
2013-02-26  276175.866     0.020692              NaT
2013-02-27  279543.716     0.008749              NaT
2013-02-28  280039.296     0.006992              NaT
2013-03-01  281780.806     0.000817          10 days

[2148 rows x 3 columns]",
392,3116 days,67.87709497,86686.6535,86686.6535,766.866535,703.458242,28.83655077,36.42829918,0.791597506,1.590806215,0.802853405,-35.9175792,-5.92496735,678 days,52 days,242,57.85123967,13.31568498,-9.55830551,0.899120026,54 days,9 days,1.557820909,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10000.0000     0.000000              NaT
2004-08-24  10650.5900     0.000000              NaT
2004-08-25  10755.6300     0.000000              NaT
...                ...          ...              ...
2013-02-25  85036.7135     0.015731              NaT
2013-02-26  84968.2335     0.016523              NaT
2013-02-27  86000.7835     0.004572              NaT
2013-02-28  86152.7235     0.002813              NaT
2013-03-01  86686.6535     0.000000          10 days

[2148 rows x 3 columns]",
393,3116 days,99.90689013,77669.566,101376.13,676.69566,703.458242,27.18703423,48.40695377,0.561634891,1.073316041,0.525340679,-51.75124509,-9.718585712,584 days,64 days,587,56.72913118,13.79027612,-20.43429343,0.543113017,58 days,9 days,1.339920685,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10502.650     0.008715              NaT
...               ...          ...              ...
2013-02-25  76189.246     0.248450              NaT
2013-02-26  76127.806     0.249056              NaT
2013-02-27  77054.206     0.239918              NaT
2013-02-28  77190.526     0.238573              NaT
2013-03-01  77669.566     0.233848         584 days

[2148 rows x 3 columns]",
394,3116 days,99.48789572,747.8505,11578.409,-92.521495,703.458242,-26.23035176,24.54497655,0,0,0,-94.41326956,-48.82517281,2935 days,1037 days,455,41.97802198,20.43429343,-14.50331126,-0.619612397,56 days,8 days,0.803526603,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000      0.00000              NaT
2004-08-20  10000.0000      0.00000              NaT
2004-08-23   9878.5000      0.01215              NaT
2004-08-24   9470.8000      0.05292              NaT
2004-08-25   9572.5000      0.04275              NaT
...                ...          ...              ...
2013-02-25    747.8505      0.93541              NaT
2013-02-26    747.8505      0.93541              NaT
2013-02-27    747.8505      0.93541              NaT
2013-02-28    747.8505      0.93541              NaT
2013-03-01    747.8505      0.93541        2935 days

[2148 rows x 3 columns]",
395,3116 days,67.50465549,81151.3295,81217.3295,711.513295,703.458242,27.84305554,34.81485419,0.799746436,1.580229125,0.67916877,-40.99578302,-5.780731767,685 days,53 days,231,59.74025974,13.31568498,-9.55830551,0.910702892,54 days,9 days,1.568181705,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10000.0000     0.000000              NaT
2004-08-24  10000.0000     0.000000              NaT
2004-08-25  10000.0000     0.000000              NaT
...                ...          ...              ...
2013-02-25  79609.3295     0.019799              NaT
2013-02-26  79545.3295     0.020587              NaT
2013-02-27  80510.3295     0.008705              NaT
2013-02-28  80652.3295     0.006957              NaT
2013-03-01  81151.3295     0.000813          10 days

[2148 rows x 3 columns]",
396,3116 days,99.90689013,1223.3955,10414.4015,-87.766045,703.458242,-21.84535883,26.3751074,0,0,0,-92.32197357,-46.54306698,2935 days,1038 days,460,43.91304348,20.43429343,-13.79027612,-0.48285131,56 days,8 days,0.852439795,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25   1207.9755     0.884009              NaT
2013-02-26   1207.3355     0.884071              NaT
2013-02-27   1216.9855     0.883144              NaT
2013-02-28   1218.4055     0.883008              NaT
2013-03-01   1223.3955     0.882528        2935 days

[2148 rows x 3 columns]",
397,3116 days,90.31657356,185049.763,185200.903,1750.49763,703.458242,40.8238808,45.86973218,0.889996058,1.999618203,0.951918224,-42.88591162,-5.552588146,596 days,36 days,329,59.27051672,20.43429343,-13.79027612,0.955299625,56 days,9 days,1.618229515,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10000.000     0.000000              NaT
2004-08-24   10000.000     0.000000              NaT
2004-08-25   10000.000     0.000000              NaT
...                ...          ...              ...
2013-02-25  181518.583     0.019883              NaT
2013-02-26  181372.023     0.020674              NaT
2013-02-27  183581.873     0.008742              NaT
2013-02-28  183907.053     0.006986              NaT
2013-03-01  185049.763     0.000816          10 days

[2148 rows x 3 columns]",
398,3116 days,99.90689013,54095.3095,58103.8605,440.953095,703.458242,21.90264772,46.41193831,0.471918401,0.863754514,0.277216634,-79.00913943,-7.236893964,1667 days,66 days,474,56.75105485,20.43429343,-15.3051017,0.531665082,56 days,8 days,1.343560846,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  53062.1695     0.086770              NaT
2013-02-26  53019.2895     0.087508              NaT
2013-02-27  53665.8395     0.076381              NaT
2013-02-28  53760.9795     0.074743              NaT
2013-03-01  54095.3095     0.068989         148 days

[2148 rows x 3 columns]",
399,3116 days,99.90689013,204645.99,204812.97,1946.4599,703.458242,42.49671391,54.34059537,0.782043583,1.704174815,0.853818351,-49.77254692,-6.008294871,532 days,40 days,591,55.49915398,13.79027612,-20.43429343,0.529322446,58 days,9 days,1.328079462,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.00     0.000000              NaT
2004-08-20   10000.00     0.000000              NaT
2004-08-23   10121.50     0.000000              NaT
2004-08-24   10594.99     0.000000              NaT
2004-08-25   10483.93     0.010482              NaT
...               ...          ...              ...
2013-02-25  200744.73     0.019863              NaT
2013-02-26  200582.81     0.020654              NaT
2013-02-27  203024.26     0.008733              NaT
2013-02-28  203383.52     0.006979              NaT
2013-03-01  204645.99     0.000815          10 days

[2148 rows x 3 columns]",
400,3116 days,99.90689013,157919.903,158048.603,1479.19903,703.458242,38.22886396,53.01037738,0.721158117,1.502155832,0.706741442,-54.09172535,-6.718920043,574 days,44 days,596,55.20134228,13.79027612,-20.43429343,0.579461376,58 days,9 days,1.364309588,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  154913.003     0.019839              NaT
2013-02-26  154788.203     0.020629              NaT
2013-02-27  156669.953     0.008723              NaT
2013-02-28  156946.853     0.006971              NaT
2013-03-01  157919.903     0.000814          10 days

[2148 rows x 3 columns]",
401,3116 days,99.90689013,158309.81,238018.1245,1483.0981,703.458242,38.26885995,52.65922769,0.726726571,1.523215011,0.704526442,-54.31855735,-6.830171512,584 days,46 days,614,56.35179153,13.79027612,-20.43429343,0.56951456,58 days,9 days,1.358429156,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.00     0.000000              NaT
2004-08-20   10000.00     0.000000              NaT
2004-08-23   10121.50     0.000000              NaT
2004-08-24   10594.99     0.000000              NaT
2004-08-25   10483.93     0.010482              NaT
...               ...          ...              ...
2013-02-25  155287.49     0.347581              NaT
2013-02-26  155162.05     0.348108              NaT
2013-02-27  157053.45     0.340162              NaT
2013-02-28  157331.77     0.338992              NaT
2013-03-01  158309.81     0.334883         584 days

[2148 rows x 3 columns]",
402,3116 days,78.30540037,99233.543,99314.723,892.33543,703.458242,30.89601224,40.07416225,0.770970882,1.574501194,0.568972092,-54.30145465,-5.952489895,756 days,50 days,275,58.54545455,13.31568498,-9.55830551,0.818080041,48 days,9 days,1.491617547,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25  97336.883     0.019915              NaT
2013-02-26  97258.163     0.020708              NaT
2013-02-27  98445.113     0.008756              NaT
2013-02-28  98619.773     0.006997              NaT
2013-03-01  99233.543     0.000817          10 days

[2148 rows x 3 columns]",
403,3116 days,99.90689013,48038.6795,67180.642,380.386795,703.458242,20.21625568,44.60903295,0.45318749,0.819401901,0.372187889,-54.31733891,-8.365348646,1051 days,65 days,526,54.94296578,20.43429343,-13.79027612,0.414723322,48 days,8 days,1.284129092,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25  47128.8995     0.298475              NaT
2013-02-26  47091.1395     0.299037              NaT
2013-02-27  47660.4895     0.290562              NaT
2013-02-28  47744.2695     0.289315              NaT
2013-03-01  48038.6795     0.284933        1051 days

[2148 rows x 3 columns]",
404,3116 days,99.90689013,89207.499,94437.3035,792.07499,703.458242,29.27055142,49.33674279,0.593280986,1.196419347,0.346956744,-84.36369056,-7.471082947,1908 days,72 days,450,54.88888889,20.43429343,-13.79027612,0.552847391,56 days,8 days,1.358952278,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25  87511.299     0.073340              NaT
2013-02-26  87440.899     0.074085              NaT
2013-02-27  88502.399     0.062845              NaT
2013-02-28  88658.599     0.061191              NaT
2013-03-01  89207.499     0.055379        1908 days

[2148 rows x 3 columns]",
405,3116 days,99.90689013,205389.3905,218343.1375,1953.893905,703.458242,42.55734502,54.47508365,0.781225877,1.706430764,0.832454799,-51.1227097,-6.744343706,584 days,45 days,598,56.68896321,13.79027612,-20.43429343,0.652738954,58 days,9 days,1.405007309,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23   10121.5000     0.000000              NaT
2004-08-24   10594.9900     0.000000              NaT
2004-08-25   10483.9300     0.010482              NaT
...                 ...          ...              ...
2013-02-25  201472.7105     0.077266              NaT
2013-02-26  201310.1505     0.078010              NaT
2013-02-27  203761.2505     0.066784              NaT
2013-02-28  204121.9305     0.065132              NaT
2013-03-01  205389.3905     0.059327         584 days

[2148 rows x 3 columns]",
406,3116 days,99.90689013,39251.0685,48234.8495,292.510685,703.458242,17.40044069,44.37220998,0.392147263,0.683436287,0.266466581,-65.30064908,-11.53368084,1007 days,87 days,545,57.6146789,16.82491869,-15.3051017,0.560188844,58 days,9 days,1.358793155,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  38510.9085     0.201596              NaT
2013-02-26  38480.1885     0.202233              NaT
2013-02-27  38943.3885     0.192630              NaT
2013-02-28  39011.5485     0.191217              NaT
2013-03-01  39251.0685     0.186251         584 days

[2148 rows x 3 columns]",
